interface_id,department,create_time,statistic_cycle,biz_name,level,object_type,stability,timeliness,completeness,accuracy,consistency,uniqueness,normativity,interface_business_level_id
105984,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290850
105984,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290851
105984,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290852
105985,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290853
105985,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290854
105985,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290855
105985,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290856
105985,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290857
105985,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290858
105986,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290859
105986,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290860
105986,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290861
105986,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290862
105986,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290863
105986,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290864
105987,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290865
105987,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290866
105987,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290867
105987,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290868
105987,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290869
105987,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290870
105988,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290871
105988,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290872
105988,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290873
105988,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290874
105988,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290875
105988,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290876
105989,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290877
105989,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290878
105989,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290879
105989,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290880
105989,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290881
105989,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290882
105990,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290883
105990,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290884
105990,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290885
105990,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290886
105990,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290887
105990,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290888
105991,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290889
105991,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290890
105991,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290891
105991,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290892
105991,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290893
105991,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290894
105992,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290895
105992,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290896
105992,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290897
105992,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290898
105992,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290899
105992,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290900
105993,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290901
105993,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290902
105993,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290903
105993,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290904
105993,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290905
105993,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290906
105994,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290907
105994,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290908
105994,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290909
105994,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290910
105994,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290911
105994,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290912
105995,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290913
105995,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290914
105995,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290915
105995,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290916
105995,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290917
105995,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290918
105996,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290919
105996,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290920
105996,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290921
105996,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290922
105996,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290923
105996,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290924
105997,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290925
105997,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290926
105997,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290927
105997,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290928
105997,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290929
105997,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290930
105998,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290931
105998,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290932
105998,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290933
105998,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290934
105998,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290935
105998,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290936
105999,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290937
105999,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290938
105999,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290939
105999,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290940
105999,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290941
105999,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290942
106000,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290943
106000,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290944
106000,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290945
106000,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290946
106000,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290947
106000,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290948
106001,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290949
106001,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290950
106001,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290951
106001,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290952
106001,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290953
106001,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290954
106002,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290955
106002,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290956
106002,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290957
106002,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290958
106002,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290959
106002,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290960
106003,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290961
106003,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290962
106003,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290963
106003,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290964
106003,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290965
106003,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290966
106004,信息系统部,20250629,1,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290967
106004,信息系统部,20250629,1,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290968
106004,信息系统部,20250629,2,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290969
106004,信息系统部,20250629,2,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290970
106004,信息系统部,20250629,3,其他,P5,1,100%,60%,100%,100%,100%,100%,100%,1753793290971
106004,信息系统部,20250629,3,其他,P5,2,100%,60%,100%,100%,100%,100%,100%,1753793290972
106005,市场部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793290973
106005,市场部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793290974
106005,市场部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793290975
106005,市场部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793290976
106005,市场部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793290977
106005,市场部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793290978
106006,渠道运营中心,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793290979
106006,渠道运营中心,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793290980
106006,渠道运营中心,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793290981
106006,渠道运营中心,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793290982
106006,渠道运营中心,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793290983
106006,渠道运营中心,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793290984
106007,渠道运营中心,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793290985
106007,渠道运营中心,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793290986
106007,渠道运营中心,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793290987
106007,渠道运营中心,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793290988
106007,渠道运营中心,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793290989
106007,渠道运营中心,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793290990
106008,市场部,20250629,1,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793290991
106008,市场部,20250629,1,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793290992
106008,市场部,20250629,2,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793290993
106008,市场部,20250629,2,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793290994
106008,市场部,20250629,3,一经,P0,1,100%,100%,100%,100%,100%,100%,100%,1753793290995
106008,市场部,20250629,3,一经,P0,2,100%,100%,100%,100%,100%,100%,100%,1753793290996
106009,网格和渠道运营中心,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793290997
106009,网格和渠道运营中心,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793290998
106009,网格和渠道运营中心,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793290999
106009,网格和渠道运营中心,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291000
106009,网格和渠道运营中心,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291001
106009,网格和渠道运营中心,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291002
106010,网格和渠道运营中心,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291003
106010,网格和渠道运营中心,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291004
106010,网格和渠道运营中心,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291005
106010,网格和渠道运营中心,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291006
106010,网格和渠道运营中心,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291007
106010,网格和渠道运营中心,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291008
106011,网格和渠道运营中心,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291009
106011,网格和渠道运营中心,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291010
106011,网格和渠道运营中心,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291011
106011,网格和渠道运营中心,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291012
106011,网格和渠道运营中心,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291013
106011,网格和渠道运营中心,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291014
106018,渠道运营中心,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291015
106018,渠道运营中心,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291016
106018,渠道运营中心,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291017
106018,渠道运营中心,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291018
106018,渠道运营中心,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291019
106018,渠道运营中心,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291020
106019,渠道运营中心,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291021
106019,渠道运营中心,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291022
106019,渠道运营中心,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291023
106019,渠道运营中心,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291024
106019,渠道运营中心,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291025
106019,渠道运营中心,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291026
106020,渠道运营中心,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291027
106020,渠道运营中心,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291028
106020,渠道运营中心,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291029
106020,渠道运营中心,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291030
106020,渠道运营中心,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291031
106020,渠道运营中心,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291032
106021,渠道运营中心,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291033
106021,渠道运营中心,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291034
106021,渠道运营中心,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291035
106021,渠道运营中心,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291036
106021,渠道运营中心,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291037
106021,渠道运营中心,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291038
106022,渠道运营中心,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291039
106022,渠道运营中心,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291040
106022,渠道运营中心,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291041
106022,渠道运营中心,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291042
106022,渠道运营中心,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291043
106022,渠道运营中心,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291044
106023,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291045
106023,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291046
106023,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291047
106023,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291048
106023,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291049
106023,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291050
106026,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291051
106026,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291052
106026,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291053
106026,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291054
106026,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291055
106026,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291056
106027,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291057
106027,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291058
106027,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291059
106027,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291060
106027,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291061
106027,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291062
106028,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291063
106028,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291064
106028,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291065
106028,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291066
106028,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291067
106028,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291068
106033,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291069
106033,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291070
106033,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291071
106033,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291072
106033,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291073
106033,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291074
106035,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291075
106035,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291076
106035,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291077
106035,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291078
106035,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793291079
106035,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793291080
106038,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291081
106038,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291082
106038,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291083
106038,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291084
106038,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291085
106038,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291086
106039,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291087
106039,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291088
106039,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291089
106039,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291090
106039,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291091
106039,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291092
106040,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291093
106040,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291094
106040,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291095
106040,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291096
106040,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291097
106040,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291098
106042,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291099
106042,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291100
106042,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291101
106042,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291102
106042,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291103
106042,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291104
106043,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291105
106043,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291106
106043,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291107
106043,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291108
106043,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291109
106043,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291110
106045,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291111
106045,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291112
106045,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291113
106045,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291114
106045,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291115
106045,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291116
106046,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291117
106046,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291118
106046,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291119
106046,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291120
106046,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291121
106046,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291122
106047,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793291123
106047,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793291124
