interface_id,department,create_time,biz_name,level,stability_scan,scan_timeliness,stability_clean,cleaning_timeliness,stability_convert,conversion_timeliness,stability_warehouse,warehousing_timeliness,stability_check,inspection_timeliness,accuracy_sample_field,consistency_file_record,completeness_file_field,uniqueness_primary_key,normativity_field_format,statistic_cycle,statistic_week_month,metric_trend_id,metric_type
102172,政企客户部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101200,-
102173,政企客户部,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101207,-
102174,政企客户部,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101214,-
102179,-,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101221,-
102180,-,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101228,-
102182,-,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101235,-
102185,-,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101242,-
102186,-,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101249,-
102187,-,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101256,-
102188,-,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101263,-
102189,-,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101270,-
102190,-,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101277,-
102191,-,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101284,-
102192,-,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101291,-
102193,-,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101298,-
102194,-,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101305,-
102195,-,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101312,-
102196,-,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101319,-
102197,-,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101326,-
102198,-,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101333,-
102199,-,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101340,-
102202,-,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101347,-
102203,-,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101354,-
102206,-,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101361,-
102207,-,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101368,-
102208,-,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101375,-
102209,-,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101382,-
103076,-,20250727,一经,P0,100%,100%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101389,-
103232,-,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101396,-
103496,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101403,-
103497,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101410,-
103498,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101417,-
103499,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101424,-
103500,信息系统部,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101431,-
103505,-,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101438,-
103506,-,20250727,一经,P0,100%,100%,100%,66%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101445,-
103512,-,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101452,-
103515,-,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101459,-
103516,-,20250727,一经,P0,100%,100%,100%,50%,100%,50%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101466,-
103517,-,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101473,-
103518,-,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101480,-
103519,-,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101487,-
103520,-,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101494,-
103521,-,20250727,一经,P0,100%,100%,100%,33%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101501,-
103522,-,20250727,一经,P0,100%,100%,100%,33%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101508,-
103523,-,20250727,一经,P0,100%,100%,100%,33%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101515,-
103524,-,20250727,一经,P0,100%,100%,100%,33%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101522,-
103525,-,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101529,-
103526,客户服务中心,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101536,-
103530,业务管理室,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101543,-
103543,渠道运营中心,20250727,一经,P0,100%,50%,100%,50%,100%,50%,100%,50%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101550,-
103544,渠道中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101557,-
103545,渠道中心,20250727,一经,P0,100%,100%,100%,66%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101564,-
103546,渠道中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101571,-
103547,渠道中心,20250727,一经,P0,100%,100%,100%,66%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101578,-
103550,渠道中心,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101585,-
103553,政企客户中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101592,-
103554,客户运营中心,20250727,其他,P5,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101599,-
103560,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101606,-
103561,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101613,-
103562,渠道运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,50%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101620,-
103578,渠道运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101627,-
103589,信息系统部,20250727,一经,P0,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101634,-
103627,服务管理部,20250727,一经,P0,100%,100%,100%,33%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101641,-
103631,渠道运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101648,-
103635,-,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101655,-
103636,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101662,-
103637,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101669,-
103641,信息系统部,20250727,一经,P0,100%,100%,100%,66%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101676,-
103647,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101683,-
103648,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101690,-
103649,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101697,-
103650,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101704,-
103651,信息系统部,20250727,一经,P0,100%,100%,100%,66%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101711,-
103665,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101718,-
103691,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101725,-
103692,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101732,-
103693,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101739,-
103694,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101746,-
103695,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101753,-
103696,信息系统部,20250727,一经,P0,100%,100%,100%,66%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101760,-
103697,渠道运营中心,20250727,一经,P0,100%,100%,100%,33%,100%,0%,100%,33%,100%,33%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101767,-
103706,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101774,-
103707,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101781,-
103710,渠道运营中心,20250727,一经,P0,100%,100%,100%,66%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101788,-
103711,集团客户部,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101795,-
103712,信息系统部,20250727,一经,P0,100%,100%,100%,66%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101802,-
103713,信息系统部,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101809,-
103719,渠道运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101816,-
103720,渠道运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101823,-
103721,渠道运营中心,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101830,-
103724,渠道运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101837,-
103726,渠道运营中心,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101844,-
103730,集团客户部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101851,-
103731,集团客户部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101858,-
103732,集团客户部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101865,-
103733,网络管理中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101872,-
103735,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101879,-
103746,服务管理部,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101886,-
103750,政企客户中心,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101893,-
103793,-,20250727,一经,P0,100%,100%,100%,50%,100%,0%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101900,-
103794,-,20250727,一经,P0,100%,100%,100%,50%,100%,0%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101907,-
103799,-,20250727,一经,P0,100%,100%,100%,50%,100%,0%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101914,-
103800,-,20250727,一经,P0,100%,100%,100%,50%,100%,0%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101921,-
103815,服务管理部,20250727,一经,P0,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101928,-
103821,业务室,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101935,-
103822,业务管理室,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101942,-
103823,业务室,20250727,其他,P5,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101949,-
103824,业务室,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101956,-
103843,客户运营中心,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101963,-
103844,客户运营中心,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101970,-
103857,集团客户部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101977,-
103868,渠道运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101984,-
103869,渠道运营中心,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101991,-
103872,服务管理部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870101998,-
103873,服务管理部,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102005,-
103884,客户运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102012,-
103885,客户运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102019,-
103896,客户运营中心,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102026,-
103901,集团客户部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102033,-
103902,-,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,50%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102040,-
103905,渠道运营中心,20250727,一经,P0,100%,100%,100%,50%,100%,0%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102047,-
103929,服务管理部,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102054,-
103930,服务管理部,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102061,-
103934,集团客户部,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102068,-
103935,集团客户部,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102075,-
103947,渠道运营中心,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102082,-
103948,渠道运营中心,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102089,-
103953,渠道运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102096,-
103969,客户运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102103,-
103974,服务管理部,20250727,一经,P0,100%,100%,100%,66%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102110,-
104005,财务部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102117,-
104006,财务部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102124,-
104007,财务部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102131,-
104009,财务部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102138,-
104010,财务部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102145,-
104011,财务部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102152,-
104012,财务部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102159,-
104014,财务部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102166,-
104016,财务部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102173,-
104017,财务部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102180,-
104018,财务部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102187,-
104019,财务部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102194,-
104022,信息系统部,20250727,一经,P0,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102201,-
104023,信息系统部,20250727,一经,P0,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102208,-
104027,渠道运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102215,-
104062,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102222,-
104063,信息系统部,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102229,-
104071,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102236,-
104073,市场部,20250727,一经,P0,100%,100%,100%,50%,100%,0%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102243,-
104074,市场部,20250727,一经,P0,100%,100%,100%,50%,100%,0%,100%,50%,100%,50%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102250,-
104075,市场部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102257,-
104076,市场部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102264,-
104077,渠道运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102271,-
104078,市场部,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102278,-
104084,财务部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102285,-
104120,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102292,-
104121,市场部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102299,-
104122,市场部,20250727,其他,P5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102306,-
104129,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102313,-
104130,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102320,-
104131,信息系统部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102327,-
104133,集团客户部,20250727,一经,P0,100%,100%,100%,66%,100%,0%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102334,-
104134,集团客户部,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102341,-
104146,客户运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102348,-
104147,客户运营中心,20250727,一经,P0,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102355,-
104152,集团客户部,20250727,一经,P0,100%,50%,100%,50%,100%,0%,100%,50%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102362,-
104153,集团客户部,20250727,一经,P0,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102369,-
104154,信息系统部,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102376,-
104155,信息系统部,20250727,一经,P0,100%,100%,100%,66%,100%,66%,100%,66%,100%,66%,100%,100%,100%,100%,100%,2,20250714-20250720,1753870102383,-
